"JeffCoFacilityID","UniqueID","SchoolName","SystemCategory","AssetType","PriorityScore","ConditionSource","Unit","UnitValue","ReplacementCost","Location","Building","System","ID","Priority","Date of New Deficiency Created or Existing Modified","New RSMeans Deficiency Description","Deficiency (Scope Of Work)","Qty","UoM","Cost with Inflation Factor"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","Ea.","3","57163.69","Standley Lake HS","Main Bldg.","HVAC","653","4","","Replace Existing Science Fume Hood","The Chemistry Lab Fume Hood(S) Is Damaged And Should Be Replaced","3","Ea.","$57,163.69"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","17","121563.71","Standley Lake HS","Main Bldg.","HVAC","654","2","","Replace Existing Automated Building Systems Controls","The HVAC Terminal Device Is Damaged And Requires Replacement","17","Ea.","$121,563.71"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","4","18336.57","Standley Lake HS","Main Bldg.","HVAC","655","2","","Replace Exisitng In-Line Hydronic Circulating Pump:  ? 5 HP","Small HVAC Circulating Pump Requires Replacement","4","Ea.","$18,336.57"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","Door","2","1215.07","Standley Lake HS","Main Bldg.","Exterior","664","4","","Replace Existing Exterior Door Hardware","The Exterior Entry Door Threshold Exceeds The Maximum Threshold Height","2","Door","$1,215.07"
"210","CO-1420-2963","Falcon Bluffs MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","CAR","20","83914.70","Falcon Bluffs MS","Site Level Deficiencies","Site","667","3","","Replace Existing Exterior Concrete Paving","Concrete Paving Is Damaged And Requires Replacement","20","CAR","$83,914.70"
"210","CO-1420-2963","Falcon Bluffs MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","10","2510.23","Falcon Bluffs MS","Main Bldg.","Specialties","669","4","","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","10","LF","$2,510.23"
"210","CO-1420-2963","Falcon Bluffs MS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","80","839.51","Falcon Bluffs MS","Main Bldg.","Interior","670","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","80","SF","$839.51"
"210","CO-1420-2963","Falcon Bluffs MS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","4000","50134.67","Falcon Bluffs MS","Main Bldg.","Interior","671","4","","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repair","4000","SF Wall","$50,134.67"
"121","CO-1420-4190","Hutchinson ES","08_Facilities Deficiency","Roofing","2","02.2 Facilities Deficiency Projects","SF","35246","931664.59","Hutchinson ES","Main Bldg.","Roofing","733","2","","Replace Existing Single-Ply EPDM Roofing System","The Single-Ply Membrane Roof Covering Is Damaged And Requires Replacement","35246","SF","$931,664.59"
"522","CO-1420-4422","Jefferson Jr-Sr HS","08_Facilities Deficiency","Roofing","2","02.2 Facilities Deficiency Projects","Ea.","50","38602.14","Jefferson Jr-Sr HS","Main Bldg.","Roofing","755","2","5/1/2024","Replace Existing Skylight","Skylight is Damaged and Requires Replacement","50","Ea.","$38,602.14"
"313","CO-1420-5623","Long View HS","08_Facilities Deficiency","Roofing","2","02.2 Facilities Deficiency Projects","SF","250","1724.41","Long View HS","Transportable","Roofing","782","2","","Replace Existing Shingle/Shake Roofing System","The Asphalt Shingles Roof Covering Is Damaged And Requires Repair","250","SF","$1,724.41"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","130","14856.81","Oberon MS","Site Level Deficiencies","Site","785","3","3/22/2024","Replace Existing Chain Link Fence/Gate - 8 ft.","Fencing Is Damaged And Should Be Replaced (8' Chain Link Fence)","130","LF","$14,856.81"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","15","10637.42","Oberon MS","Site Level Deficiencies","Site","786","3","3/22/2024","Replace Existing Retaining Wall - Masonry","Fencing Is Damaged And Should Be Repaired (Retaining Wall)","15","LF","$10,637.42"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","2","26578.22","Oberon MS","Site Level Deficiencies","Site","787","4","3/22/2024","Replace Existing Chain Link Fence/Gate - 6 ft.","Gate Is Damaged And Requires Replacement","2","Ea.","$26,578.22"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","15000","24238.35","Oberon MS","Site Level Deficiencies","Site","788","3","3/22/2024","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","15000","SF","$24,238.35"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","CAR","2","8391.47","Oberon MS","Site Level Deficiencies","Site","789","3","3/22/2024","Replace Existing Exterior Concrete Paving","Concrete Paving Is Damaged And Requires Replacement","2","CAR","$8,391.47"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","70","1685.64","Oberon MS","Site Level Deficiencies","Site","790","3","3/22/2024","Replace Existing Concrete Curb and Gutter","Curb, Ramps, and Gutters at end of life","70","LF","$1,685.64"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","500","3155.47","Oberon MS","Site Level Deficiencies","Site","791","3","3/22/2024","Replace Existing Asphalt Paving","Asphalt Walks Are Damaged And Require Replacement","500","SF","$3,155.47"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","100","2043.55","Oberon MS","Site Level Deficiencies","Site","792","3","3/22/2024","Replace Existing Concrete Paving","Concrete Walks Are Damaged And Require Replacement","100","SF","$2,043.55"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","1","02.2 Facilities Deficiency Projects","Seat","20","3998.69","Oberon MS","Site Level Deficiencies","Site","793","1","3/22/2024","Replace Existing Outdoor Bleachers","Bleachers Are Damaged And Require Replacement","20","Seat","$3,998.69"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","2","23967.89","Oberon MS","Site Level Deficiencies","Site","795","4","3/22/2024","Replace Existing Baseball/Softball Backstops","Backstops Are Damaged And Require Replacement","2","Ea.","$23,967.89"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","7","61201.06","Oberon MS","Site Level Deficiencies","Site","796","4","3/22/2024","Replace Existing Exterior Basketball Hoops and Backboards","Exterior Basketball Goals Are Damaged And Require Replacement","7","Ea.","$61,201.06"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Electrical","3","02.2 Facilities Deficiency Projects","Ea.","5","15895.38","Oberon MS","Main Bldg.","Electrical","802","3","3/22/2024","Replace Existing Building Mounted Exterior Lighting","The Mounted Building Lighting Is Missing And Needed","5","Ea.","$15,895.38"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","5190","13071.10","Oberon MS","Main Bldg.","Exterior","804","4","3/22/2024","Paint Building Exterior Components","The Exterior Requires Painting","5190","SF Wall","$13,071.10"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","Ea.","7","19392.58","Oberon MS","Main Bldg.","Exterior","807","2","3/22/2024","Replace Existing Exterior Windows","The Steel Window Is Damaged And Requires Replacement","7","Ea.","$19,392.58"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","14","3514.32","Oberon MS","Main Bldg.","Specialties","810","4","3/22/2024","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","14","LF","$3,514.32"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","5000","16800.00","Oberon MS","Main Bldg.","Interior","824","4","3/22/2024","Replace Existing Carpet","The Carpet Flooring Is Damaged And Requires Replacement","5000","SF","$16,800.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","62","22397.65","Oberon MS","Main Bldg.","Interior","826","4","3/22/2024","Refinish Existing Interior Wood Door","Interior Doors Require Refinishing","62","Door","$22,397.65"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","270","153566.55","Oberon MS","Main Bldg.","Specialties","827","4","3/22/2024","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Replacement","270","LF","$153,566.55"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","270","74978.89","Oberon MS","Main Bldg.","Specialties","828","4","3/22/2024","Replace Existing Fixed Casework - Wall Mounted Upper Cabinets","The Upper Storage Cabinets Require Replacement","270","LF","$74,978.89"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","71","20351.94","Oberon MS","Main Bldg.","Specialties","829","4","3/22/2024","Replace Existing Fixed Casework - Wardrobe","The Wardrobe Storage Cabinets Require Replacement","71","LF","$20,351.94"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","50","68265.05","Oberon MS","Main Bldg.","Specialties","830","4","3/22/2024","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Demonstration Storage Cabinets Require Replacement","50","LF","$68,265.05"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","6738.13","Oberon MS","Site Level Deficiencies","Site","834","4","3/22/2024","Replace Existing Soccer Goals","Soccer goals require replacement","1","Ea.","$6,738.13"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","LF","36","14904.32","Oberon MS","Main Bldg.","HVAC","835","3","3/22/2024","Replace Existing Miscellaneous Metal Fabrications","Catwalk Requires Repair/Replacement","36","LF","$14,904.32"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","1400","16370.19","Oberon MS","Main Bldg.","HVAC","837","4","3/22/2024","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","1400","SF","$16,370.19"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","Ea.","3","4934.30","Oberon MS","Main Bldg.","HVAC","842","4","3/22/2024","Remove Abandoned HVAC Equipment","HVAC Equipment is Abandoned and Requires Removal","3","Ea.","$4,934.30"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","150","377.78","Oberon MS","Storage","Exterior","857","4","3/22/2024","Paint Building Exterior Components","The Exterior Requires Painting","150","SF Wall","$377.78"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","200","40988.68","Parr ES","Site Level Deficiencies","Site","931","4","10/4/2022","Install New Stormwater Drainage System","Site Drainage is Inadequate and Installation of Drainage Piping","200","LF","$40,988.68"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","31250","49017.18","Parr ES","Site Level Deficiencies","Site","932","3","10/4/2022","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","31250","SF","$49,017.18"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","300","34284.96","Parr ES","Site Level Deficiencies","Site","935","3","10/4/2022","Replace Existing Chain Link Fence/Gate - 8 ft.","Fencing Is Damaged And Should Be Replaced (8' Chain Link Fence)","300","LF","$34,284.96"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","1","11983.94","Parr ES","Site Level Deficiencies","Site","936","4","10/4/2022","Replace Existing Baseball/Softball Backstops","Backstops Are Damaged And Require Replacement","1","Ea.","$11,983.94"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","1000","10923.37","Parr ES","Site Level Deficiencies","Site","937","3","10/4/2022","Replace Existing Resilient Playground Synthetic Resilient Surface","The Playground Impact Surface Does Not Meet ADA Guidelines For Accessible Play Surfaces","1000","SQFT","$10,923.37"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","6","1506.13","Parr ES","Main Bldg.","Specialties","945","4","10/4/2022","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","6","LF","$1,506.13"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","20","7997.39","Parr ES","Main Bldg.","Stairs and Elevators","947","4","10/4/2022","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","20","LF","$7,997.39"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","18142","190378.86","Parr ES","Main Bldg.","Interior","948","4","10/4/2022","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","18142","SF","$190,378.86"
"149","CO-1420-7529","Ryan ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","2000","2761.72","Ryan ES","Site Level Deficiencies","Site","1118","3","8/31/2022","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","2000","SF","$2,761.72"
"149","CO-1420-7529","Ryan ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","3","430.79","Ryan ES","Site Level Deficiencies","Site","1120","4","8/31/2022","Replace Existing Exterior Signage","The Exterior Entry Signage At The Building Entry Does Not Meet ADA Requirements","3","Ea.","$430.79"
"149","CO-1420-7529","Ryan ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","10","2510.23","Ryan ES","Main Bldg.","Specialties","1121","4","8/31/2022","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","10","LF","$2,510.23"
